0    [main] DEBUG org.apache.cxf.common.logging.LogUtils  - Using org.apache.cxf.common.logging.Log4jLogger for logging.
229  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading plugin jar:file:/Users/ckwanted/.m2/repository/org/apache/cxf/cxf-bundle/3.0.0-milestone2/cxf-bundle-3.0.0-milestone2.jar!/META-INF/tools-plugin.xml
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Found 3 frontends in <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <jaxws> frontend from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <jaxws21> frontend from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <cxf> frontend from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Found 10 databindings in <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <source> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <domsource> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <staxsource> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <saxsource> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <jaxb> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <xmlbeans> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <jibx> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <sdo> databinding from <default> plugin.
252  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <sdo-dynamic> databinding from <default> plugin.
253  [main] DEBUG org.apache.cxf.tools.wsdlto.core.PluginLoader  - Loading <sdo-static> databinding from <default> plugin.
394  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.CommandLineParser  - Parsing arguments: -server -d src/main/java src/main/resources/SOAPService.wsdl 
403  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.CommandLineParser  - Found 0 alternative forms of usage, will use default form
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Form  - Accepting token stream for form of usage: default, tokens are [ -server -d src/main/java src/main/resources/SOAPService.wsdl ]
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Form  - Position is: 0
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Reading token -server
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Reading token -d
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Reading token src/main/java
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Reading token src/main/resources/SOAPService.wsdl
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Form  - Args is available
407  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.OptionGroup  - Accepting token stream for optionGroup: options, tokens are now [ -server -d src/main/java src/main/resources/SOAPService.wsdl ], running through 37 options
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -fe
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -frontend
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -db
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -databinding
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -wv
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -p
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -sn
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -b
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -reserveClass
408  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -catalog
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -d
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -compile
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -classdir
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -impl
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.TokenInputStream  - Peeking token -server
409  [main] DEBUG org.apache.cxf.tools.common.toolspec.parser.Option  - switchArg is -server
